domain,records
boards.httpsvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
boards.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
boardscomvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
boardsnewsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
bookmarks.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
bos.kaspersky.com,"{'A': ['93.159.231.230', '212.5.110.32'], 'AAAA': ['64:ff9b::d405:6e20', '64:ff9b::5d9f:e7e6'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['adfs.bos.ha.kaspersky.com.']}"
boutique.center.kaspersky.com,"{'A': ['35.186.208.154'], 'AAAA': ['64:ff9b::23ba:d09a'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['kpcfr.cname.nexway.com.']}"
box-newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
box.geo.kaspersky.com,"{'A': ['77.74.177.213'], 'AAAA': ['64:ff9b::4d4a:b1d5'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
box.kaspersky.com,"{'A': ['77.74.177.213'], 'AAAA': ['64:ff9b::4d4a:b1d5'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['box.geo.kaspersky.com.']}"
bqc.ks365.test.cloud.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
brand-test.kaspersky.com,"{'A': ['93.159.231.84'], 'AAAA': ['64:ff9b::5d9f:e754'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal3.kaspersky.com.']}"
brand-test2017.kaspersky.com,"{'A': ['93.159.231.85'], 'AAAA': ['64:ff9b::5d9f:e755'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal2.kaspersky.com.']}"
brand.kaspersky.com,"{'A': ['51.250.27.190'], 'AAAA': ['64:ff9b::33fa:1bbe'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx13.kaspersky-labs.com.', '10 mx14.kaspersky-labs.com.'], 'NS': [], 'TXT': ['""v=spf1 include:_spf.dashasender.ru ~all""', '""amazonses:Gf9U7Tb+Zw7nGOYsrKAhlPr9Kx3UWQYjq5iDz8430kQ=""'], 'CNAME': []}"
brandcentral.kaspersky.com,"{'A': ['77.74.178.18'], 'AAAA': ['64:ff9b::4d4a:b212'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite.geo.kaspersky.com.']}"
brandchallenge.kaspersky.com,"{'A': ['93.159.231.85'], 'AAAA': ['64:ff9b::5d9f:e755'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal2.kaspersky.com.']}"
brandgames2016.kaspersky.com,"{'A': ['93.159.231.85'], 'AAAA': ['64:ff9b::5d9f:e755'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal2.kaspersky.com.']}"
brandnewvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
brasil.kaspersky.com,"{'A': ['161.58.191.205'], 'AAAA': ['64:ff9b::a13a:bfcd'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
brasilkaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
brazil-httpsvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
brazil-newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
brazil.kaspersky.com,"{'A': ['77.74.178.40'], 'AAAA': ['64:ff9b::4d4a:b228'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite2.geo.kaspersky.com.']}"
bs.nwc.ksc.kaspersky.com,"{'A': ['119.8.139.188'], 'AAAA': ['64:ff9b::7708:8bbc'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
bt.kaspersky.com,"{'A': ['91.103.64.234'], 'AAAA': ['64:ff9b::5b67:40ea'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
bucket.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
bucky.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
bug.kaspersky.com,"{'A': ['212.5.110.130'], 'AAAA': ['64:ff9b::d405:6e82'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
busdev.kaspersky.com,"{'A': ['212.5.89.138'], 'AAAA': ['64:ff9b::d405:598a'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
business.kaspersky.com,"{'A': ['158.160.120.164'], 'AAAA': ['64:ff9b::9ea0:78a4'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
ca.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
ca.mgmt.uisstg.ha.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
ca.mgmt.uisstg.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
ca.uis.ha.kaspersky.com,"{'A': ['94.158.243.37'], 'AAAA': ['64:ff9b::5e9e:f325'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
ca.uis.kaspersky.com,"{'A': ['94.158.243.37'], 'AAAA': ['64:ff9b::5e9e:f325'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['ca.uis.ha.kaspersky.com.']}"
ca.uisstg.ha.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
ca.uisstg.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
cadeto.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
calculator-kaspersky-com-prod.sm.kaspersky.com,"{'A': ['158.160.85.243'], 'AAAA': ['64:ff9b::9ea0:55f3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
calculator-kaspersky-com.sm.kaspersky.com,"{'A': ['158.160.85.243'], 'AAAA': ['64:ff9b::9ea0:55f3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['calculator-kaspersky-com-prod.sm.kaspersky.com.']}"
calculator.kaspersky.com,"{'A': ['158.160.85.243'], 'AAAA': ['64:ff9b::9ea0:55f3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['calculator-kaspersky-com.sm.kaspersky.com.']}"
calendar.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
callerid.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
captive.kaspersky.com,"{'A': ['77.74.177.233'], 'AAAA': ['64:ff9b::4d4a:b1e9'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['redirect.geo.kaspersky.com.']}"
cardano.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
care.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
careers.kaspersky.com,"{'A': ['158.160.40.250'], 'AAAA': ['64:ff9b::9ea0:28fa'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
caribbean.kaspersky.com,"{'A': ['77.74.178.18'], 'AAAA': ['64:ff9b::4d4a:b212'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite.geo.kaspersky.com.']}"
cca.kaspersky.com,"{'A': ['80.239.170.140'], 'AAAA': ['64:ff9b::50ef:aa8c'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
cccf7fe0-0c32-487c-b82f-a8d6f013ffbe.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cdn.press.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
cdntest.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cece.kaspersky.com,"{'A': ['77.68.20.158'], 'AAAA': ['64:ff9b::4d44:149e'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
center-kl.geo.kaspersky.com,"{'A': ['82.202.190.35'], 'AAAA': ['64:ff9b::52ca:be23'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
center-klabs.geo.kaspersky.com,"{'A': ['82.202.190.172'], 'AAAA': ['64:ff9b::52ca:beac'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
center.kaspersky.com,"{'A': ['82.202.190.35'], 'AAAA': ['64:ff9b::52ca:be23'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['center-kl.geo.kaspersky.com.']}"
centre.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cerebroweb.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cert.kaspersky.com,"{'A': ['185.105.225.103'], 'AAAA': ['64:ff9b::b969:e167'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
certification.kaspersky.com,"{'A': ['158.160.114.252'], 'AAAA': ['64:ff9b::9ea0:72fc'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx13.kaspersky-labs.com.', '10 mx14.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cf.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cfg.uis.kaspersky.com,"{'A': ['77.74.179.148'], 'AAAA': ['64:ff9b::4d4a:b394'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
cfhttpsvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
channel.kaspersky.com,"{'A': ['93.159.231.86'], 'AAAA': ['64:ff9b::5d9f:e756'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal4.kaspersky.com.']}"
checkip-kaspersky-com-prod.sm.kaspersky.com,"{'A': ['158.160.85.243'], 'AAAA': ['64:ff9b::9ea0:55f3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
checkip-kaspersky-com.sm.kaspersky.com,"{'A': ['158.160.85.243'], 'AAAA': ['64:ff9b::9ea0:55f3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['checkip-kaspersky-com-prod.sm.kaspersky.com.']}"
checkip.kaspersky.com,"{'A': ['158.160.85.243'], 'AAAA': ['64:ff9b::9ea0:55f3'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['checkip-kaspersky-com.sm.kaspersky.com.']}"
chefcomvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
chess.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
china.activate.activation-v2.kaspersky.com,"{'A': ['119.254.75.190'], 'AAAA': ['64:ff9b::77fe:4bbe'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['china.activation-v2.kaspersky.com.']}"
china.activation-v2.kaspersky.com,"{'A': ['119.254.75.190'], 'AAAA': ['64:ff9b::77fe:4bbe'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['china.activation-v2.geo.kaspersky.com.']}"
china.info-provider.activation-v2.kaspersky.com,"{'A': ['119.254.75.188'], 'AAAA': ['64:ff9b::77fe:4bbc'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['china.info-provider.activation-v2.geo.kaspersky.com.']}"
china.lt.activation-v2.kaspersky.com,"{'A': ['212.5.89.18', '94.158.243.89'], 'AAAA': ['64:ff9b::5e9e:f359', '64:ff9b::d405:5912'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['eemea.lt.activation-v2.geo.kaspersky.com.']}"
china.refresh-bkg.activation-v2.kaspersky.com,"{'A': ['119.254.75.190'], 'AAAA': ['64:ff9b::77fe:4bbe'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['china.activation-v2.kaspersky.com.']}"
china.simulate-bkg.activation-v2.kaspersky.com,"{'A': ['119.254.75.190'], 'AAAA': ['64:ff9b::77fe:4bbe'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['china.activation-v2.kaspersky.com.']}"
china.simulate.activation-v2.kaspersky.com,"{'A': ['119.254.75.190'], 'AAAA': ['64:ff9b::77fe:4bbe'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['china.activation-v2.kaspersky.com.']}"
ci-antivirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
ci-newvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
ci.scannervirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cinewvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cip.kaspersky.com,"{'A': ['77.74.176.141'], 'AAAA': ['64:ff9b::4d4a:b08d'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal.kaspersky.com.']}"
class.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
click.kaspersky.com,"{'A': ['62.128.100.33', '77.74.182.135'], 'AAAA': ['64:ff9b::4d4a:b687', '64:ff9b::3e80:6421'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['inter-fe.geo.kaspersky.com.']}"
client-newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
client.eis.services.ucp.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
client.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cloud.kaspersky.com,"{'A': ['213.250.132.250'], 'AAAA': ['64:ff9b::d5fa:84fa'], 'MX': [], 'NS': ['ns2.kasperskylabs.net.', 'ns1.kasperskylabs.net.', 'ns3.kasperskylabs.net.'], 'TXT': [], 'CNAME': []}"
cloudfront.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cloudisy.kaspersky.com,"{'A': ['77.74.176.14'], 'AAAA': ['64:ff9b::4d4a:b00e'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
club.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cms-newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cms.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cms.newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cms1.httpsvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cms1.newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cms1kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
cn.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx13.kaspersky-labs.com.', '20 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '20 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': ['""v=spf1 redirect=kaspersky.com""'], 'CNAME': []}"
cnbjmailmbx1.kaspersky.com,"{'A': ['119.254.74.57'], 'AAAA': ['64:ff9b::77fe:4a39'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
cnbjmailmbx2.kaspersky.com,"{'A': ['119.254.74.58'], 'AAAA': ['64:ff9b::77fe:4a3a'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
cnbjmailmbx3.kaspersky.com,"{'A': ['119.254.74.59'], 'AAAA': ['64:ff9b::77fe:4a3b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
cnbjoos.apac.kaspersky.com,"{'A': ['119.254.74.53'], 'AAAA': ['64:ff9b::77fe:4a35'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
cnsbc1.kaspersky.com,"{'A': ['119.254.74.6'], 'AAAA': ['64:ff9b::77fe:4a06'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
com-newvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
com.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
com.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
comcybermap.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
community.kaspersky.com,"{'A': ['82.202.190.232'], 'AAAA': ['64:ff9b::52ca:bee8'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['forum.kaspersky.com.']}"
comnewvirus.kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
companyaccount.geo.kaspersky.com,"{'A': ['212.5.110.112'], 'AAAA': ['64:ff9b::d405:6e70'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
companyaccount.kaspersky.com,"{'A': ['212.5.110.112'], 'AAAA': ['64:ff9b::d405:6e70'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['companyaccount.geo.kaspersky.com.']}"
comvirusdesk-18.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
comvirusdesk-akamai.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
comvirusdesk-bucky.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
comvirusdesk-drop.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
