domain,records
management.ya.ipmdemo.kaspersky.com,"{'A': ['178.154.200.184'], 'AAAA': ['64:ff9b::b29a:c8b8'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
manager.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
marchkaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
marketing.kaspersky.com,"{'A': ['93.159.231.89'], 'AAAA': ['64:ff9b::5d9f:e759'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal5.kaspersky.com.']}"
marketinsights.kaspersky.com,"{'A': ['77.74.176.147'], 'AAAA': ['64:ff9b::4d4a:b093'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
master.kaspersky.com,"{'A': ['212.5.110.118'], 'AAAA': ['64:ff9b::d405:6e76'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
masteragency.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
math.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
mattermost.kaspersky.com,"{'A': ['77.74.179.151'], 'AAAA': ['64:ff9b::4d4a:b397'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
maven.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
md.kaspersky.com,"{'A': ['3.74.205.2'], 'AAAA': ['64:ff9b::34a:cd02'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mdm.kaspersky.com,"{'A': ['62.128.100.124'], 'AAAA': ['64:ff9b::3e80:647c'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mdmeastest2007.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
mdmeastest2010.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
mdmtest2014.kaspersky.com,"{'A': ['212.5.89.244'], 'AAAA': ['64:ff9b::d405:59f4'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mdr.geo.kaspersky.com,"{'A': ['82.202.190.64'], 'AAAA': ['64:ff9b::52ca:be40'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mdr.ha.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mdr.kaspersky.com,"{'A': ['82.202.190.64'], 'AAAA': ['64:ff9b::52ca:be40'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['mdr.geo.kaspersky.com.']}"
me-en.kaspersky.com,"{'A': ['93.159.228.40'], 'AAAA': ['64:ff9b::5d9f:e428'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite2.geo.kaspersky.com.']}"
me.kaspersky.com,"{'A': ['93.159.228.40'], 'AAAA': ['64:ff9b::5d9f:e428'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite2.geo.kaspersky.com.']}"
media.kaspersky.com,"{'A': ['93.159.228.11'], 'AAAA': ['64:ff9b::5d9f:e40b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite-support.geo.kaspersky.com.']}"
media.privacy.kaspersky.com,"{'A': ['13.227.146.90', '13.227.146.82', '13.227.146.43', '13.227.146.57'], 'AAAA': ['2600:9000:21a1:800:1d:3a74:4780:93a1', '2600:9000:21a1:9200:1d:3a74:4780:93a1', '2600:9000:21a1:e000:1d:3a74:4780:93a1', '2600:9000:21a1:b800:1d:3a74:4780:93a1', '2600:9000:21a1:200:1d:3a74:4780:93a1', '2600:9000:21a1:2e00:1d:3a74:4780:93a1', '2600:9000:21a1:ac00:1d:3a74:4780:93a1', '2600:9000:21a1:dc00:1d:3a74:4780:93a1'], 'MX': [], 'NS': ['ns-1715.awsdns-22.co.uk.', 'ns-1297.awsdns-34.org.', 'ns-129.awsdns-16.com.', 'ns-844.awsdns-41.net.'], 'TXT': [], 'CNAME': ['d34as27025kkda.cloudfront.net.']}"
meet.ha.kaspersky.com,"{'A': ['158.160.7.181'], 'AAAA': ['64:ff9b::9ea0:7b5'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
meet.kaspersky.com,"{'A': ['158.160.7.181'], 'AAAA': ['64:ff9b::9ea0:7b5'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['meet.ha.kaspersky.com.']}"
members.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
mepartnerconference.kaspersky.com,"{'A': ['77.74.178.18'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite.geo.kaspersky.com.']}"
merch.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
merch.newvirus.kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': [], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
meta.content.ipm.kaspersky.com,"{'A': ['178.154.228.106'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['ipm-content-meta.geo.kaspersky.com.']}"
meta.kaspersky.com,"{'A': ['93.159.231.85'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal2.kaspersky.com.']}"
meta.ya.ipmdemo.kaspersky.com,"{'A': ['178.154.200.184'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mg.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': ['mailgate.kaspersky.com.']}"
mgmt-uis.geo.kaspersky.com,"{'A': ['77.74.179.131'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mgmt-uisstg.geo.kaspersky.com,"{'A': ['77.74.179.139'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mgmt.uis.kaspersky.com,"{'A': ['77.74.179.131'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['mgmt2-uis.geo.kaspersky.com.']}"
mgmt.uisstg.kaspersky.com,"{'A': ['77.74.179.139'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['mgmt-uisstg.geo.kaspersky.com.']}"
mic.kaspersky.com,"{'A': ['77.74.176.147'], 'AAAA': ['64:ff9b::4d4a:b093'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
micarchive.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
mirror.newsvirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
misp.ha.kaspersky.com,"{'A': ['93.159.231.82', '185.85.12.24'], 'AAAA': ['64:ff9b::b955:c18', '64:ff9b::5d9f:e752'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
misp.tip.kaspersky.com,"{'A': ['185.85.12.24', '93.159.231.82'], 'AAAA': ['64:ff9b::b955:c18', '64:ff9b::5d9f:e752'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['misp.ha.kaspersky.com.']}"
ml.kaspersky.com,"{'A': ['104.17.74.206', '104.17.71.206', '104.17.72.206', '104.17.73.206', '104.17.70.206'], 'AAAA': ['64:ff9b::6811:48ce', '64:ff9b::6811:4ace', '64:ff9b::6811:49ce', '64:ff9b::6811:47ce', '64:ff9b::6811:46ce'], 'MX': [], 'NS': ['ns1.marketo.com.', 'ns2.mktdns.com.'], 'TXT': [], 'CNAME': ['mkto-sj060009.com.']}"
mobile.kaspersky.com,"{'A': ['77.74.178.18'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite.geo.kaspersky.com.']}"
moebius.geoksn.kaspersky.com,"{'A': ['77.74.181.69', '77.74.177.133'], 'AAAA': ['64:ff9b::4d4a:b545', '64:ff9b::4d4a:b185'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
moscow.center-kl.geo.kaspersky.com,"{'A': ['82.202.190.115'], 'AAAA': ['64:ff9b::52ca:be73'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
moscow.my.kaspersky.com,"{'A': ['82.202.190.115'], 'AAAA': ['64:ff9b::52ca:be73'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['moscow.center-kl.geo.kaspersky.com.']}"
mpk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
msa.kaspersky.com,"{'A': ['93.159.231.84'], 'AAAA': ['64:ff9b::5d9f:e754'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['portal3.kaspersky.com.']}"
msp.ks365.test.cloud.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
multisite-cdn.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
multisite-support.geo.kaspersky.com,"{'A': ['93.159.228.11'], 'AAAA': ['64:ff9b::5d9f:e40b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
multisite.geo.kaspersky.com,"{'A': ['77.74.178.18'], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
multisite2.geo.kaspersky.com,"{'A': ['93.159.228.40'], 'AAAA': ['64:ff9b::5d9f:e428'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
multisite3.geo.kaspersky.com,"{'A': ['185.85.15.47'], 'AAAA': ['64:ff9b::b955:f2f'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
multisiteeurope.geo.kaspersky.com,"{'A': ['185.85.15.23'], 'AAAA': ['64:ff9b::b955:f17'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
music.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
mwc.kaspersky.com,"{'A': ['81.200.147.14'], 'AAAA': ['64:ff9b::51c8:930e'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
my.files.kaspersky.com,"{'A': ['91.103.66.150'], 'AAAA': ['64:ff9b::5b67:4296'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
my.kaspersky.com,"{'A': ['82.202.190.115'], 'AAAA': ['64:ff9b::52ca:be73'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['center.kaspersky.com.']}"
myaccount.kaspersky.com,"{'A': ['91.103.66.150'], 'AAAA': ['64:ff9b::5b67:4296'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mygachatbot.kaspersky.com,"{'A': ['51.105.191.13'], 'AAAA': ['64:ff9b::3369:bf0d'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['mygachatbot.westeurope.cloudapp.azure.com.']}"
myhome.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
myit.kaspersky.com,"{'A': ['93.159.230.235'], 'AAAA': ['64:ff9b::5d9f:e6eb'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
myk-staging.ha.kaspersky.com,"{'A': ['93.159.230.26'], 'AAAA': ['64:ff9b::5d9f:e61a'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mysite.kaspersky.com,"{'A': ['93.159.231.81'], 'AAAA': ['64:ff9b::5d9f:e751'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mysite2013.kaspersky.com,"{'A': ['93.159.231.238'], 'AAAA': ['64:ff9b::5d9f:e7ee'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
mysupport.kaspersky.com,"{'A': ['93.159.228.11'], 'AAAA': ['64:ff9b::5d9f:e40b'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['multisite-support.geo.kaspersky.com.']}"
ne.nwc.ksc.kaspersky.com,"{'A': ['119.8.212.29'], 'AAAA': ['64:ff9b::7708:d41d'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
negozio.center.kaspersky.com,"{'A': [], 'AAAA': [], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': []}"
net.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
netherlands-newvirus.kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
netherlandsnewvirus.kaspersky.comvirusdesk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
nevirus.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
new.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
new2016.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newintranet.kaspersky.com,"{'A': ['93.159.231.80'], 'AAAA': ['64:ff9b::5d9f:e750'], 'MX': [], 'NS': [], 'TXT': [], 'CNAME': ['intranet.kaspersky.com.']}"
newsvirus-2.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-6.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-acc.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-backend.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-beta.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-c.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-cms.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-cn.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-demo.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-elasticbeanstalk.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-engima.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-kr.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-ops.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-preferences.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-reset.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-s3.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-singed.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-test1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-twitch.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-vi.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus-web1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.1.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.17.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.2009.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.2011.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.7.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.api.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.b.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.bucket.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.cloudfront.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.container.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.elb.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.eng.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.europewest.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx11.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx9.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
newsvirus.gh.kaspersky.com,"{'A': ['77.74.178.24'], 'AAAA': ['64:ff9b::4d4a:b218'], 'MX': ['10 mx9.kaspersky-labs.com.', '10 mx12.kaspersky-labs.com.', '10 mx11.kaspersky-labs.com.'], 'NS': [], 'TXT': [], 'CNAME': []}"
